CHR	HOTSTART	HOTEND	COLDSTART	COLDEND
chr17	 76143405	 76148405	 76090405	 76095405
chr17	 76189405	 76196405	 75908405	 75915405
chr17	 76230405	 76243405	 76089405	 76102405
chr17	 76261405	 76267405	 75820405	 75826405
chr17	 76349405	 76354405	 76311405	 76316405
chr17	 76405405	 76409405	 76389405	 76393405
chr17	 76445405	 76450405	 76520405	 76525405
chr17	 76483405	 76490405	 76520405	 76527405
chr17	 76498405	 76502405	 76518405	 76522405
chr17	 76554405	 76561405	 76393405	 76400405
chr17	 76563405	 76576405	 76530405	 76543405
chr17	 76594405	 76605405	 76525405	 76536405
chr17	 76630405	 76641405	 76694405	 76705405
chr17	 76799405	 76804405	 76394405	 76399405
chr17	 76856405	 76860405	 76825405	 76829405
chr17	 76892405	 76898405	 76991405	 76997405
chr17	 76954405	 76964405	 77043405	 77053405
chr17	 77091405	 77099405	 77171405	 77179405
chr17	 77136405	 77140405	 74898405	 74902405
chr17	 77192405	 77197405	 77181405	 77186405
chr17	 77209405	 77213405	 77171405	 77175405
chr17	 77238405	 77241405	 77183405	 77186405
chr17	 77296405	 77299405	 77336405	 77339405
chr17	 77324405	 77328405	 71746405	 71750405
chr17	 77375405	 77378405	 77439405	 77442405
chr17	 77396405	 77413405	 78073405	 78090405
chr17	 77420405	 77423405	 77457405	 77460405
chr17	 77466405	 77484405	 77777405	 77795405
chr17	 77713405	 77724405	 77785405	 77796405
chr17	 77753405	 77759405	 77456405	 77462405
chr17	 77856405	 77863405	 77790405	 77797405
chr17	 77890405	 77899405	 78082405	 78091405
chr17	 77913405	 77918405	 77282405	 77287405
chr17	 77925405	 77930405	 78033405	 78038405
chr17	 77939405	 77960405	 78362405	 78383405
chr17	 78153405	 78157405	 78088405	 78092405
chr17	 78169405	 78175405	 78188405	 78194405
chr17	 78230405	 78236405	 78246405	 78252405
chr17	 78289405	 78294405	 78320405	 78325405
chr17	 78403405	 78408405	 77172405	 77177405
chr17	 78427405	 78433405	 78318405	 78324405
chr17	 78513405	 78516405	 78534405	 78537405
chr17	 78760405	 78763405	 78734405	 78737405
chr17	 78768405	 78771405	 78731405	 78734405
chr17	 78779405	 78782405	 78740405	 78743405
chr17	 78836405	 78839405	 78884405	 78887405
chr17	 78875405	 78879405	 78608405	 78612405
chr17	 78914405	 78917405	 77887405	 77890405
chr17	 78919405	 78922405	 78699405	 78702405
chr17	 78992405	 79012405	 79060405	 79080405
chr17	 79025405	 79030405	 80858711	 80863711
chr17	 79042405	 79049405	 79057405	 79064405
chr17	 79104405	 79119405	 79056405	 79071405
chr17	 79272405	 79279405	 79364405	 79371405
chr17	 79328405	 79339405	 78361405	 78372405
chr17	 79618595	 79623595	 79606595	 79611595
chr17	 79687595	 79697595	 79586595	 79596595
chr17	 80030711	 80039711	 80741711	 80750711
chr17	 80190711	 80195711	 80304711	 80309711
chr17	 80301711	 80304711	 80114711	 80117711
chr17	 80372711	 80375711	 80408711	 80411711
chr17	 80458711	 80464711	 80422711	 80428711
chr17	 80538711	 80545711	 80510711	 80517711
chr17	 80607711	 80611711	 80596711	 80600711
chr17	 80626711	 80634711	 80734711	 80742711
chr17	 80675711	 80685711	 80840711	 80850711
chr17	 80771711	 80779711	 80788711	 80796711
chr17	 80914711	 80936711	 80834711	 80856711
chr18	   122000	   160000	  4674000	  4712000
chr18	   293000	   297000	   401000	   405000
chr18	   349000	   352000	   303000	   306000
chr18	   364000	   375000	   878000	   889000
chr18	   455000	   460000	   567000	   572000
chr18	   463000	   469000	   428000	   434000
chr18	   492000	   503000	  4679000	  4690000
chr18	   545000	   552000	   733000	   740000
chr18	   557000	   567000	   569000	   579000
chr18	   608000	   616000	   428000	   436000
chr18	   618000	   632000	   878000	   892000
chr18	   634000	   642000	   663000	   671000
chr18	   846000	   850000	   884000	   888000
chr18	   903000	   918000	  5531000	  5546000
chr18	   959000	   966000	   939000	   946000
chr18	  1038000	  1043000	  1061000	  1066000
chr18	  1075000	  1080000	   938000	   943000
chr18	  1091000	  1101000	   665000	   675000
chr18	  1112000	  1116000	  1140000	  1144000
chr18	  1189000	  1195000	  1221000	  1227000
chr18	  1196000	  1202000	  1166000	  1172000
chr18	  1435000	  1438000	  1495000	  1498000
chr18	  1469000	  1472000	  1534000	  1537000
chr18	  1479000	  1482000	  1526000	  1529000
chr18	  1501000	  1512000	  1335000	  1346000
chr18	  1573000	  1577000	  4177000	  4181000
chr18	  1608000	  1612000	  1560000	  1564000
chr18	  1676000	  1679000	  1690000	  1693000
chr18	  1718000	  1732000	  1222000	  1236000
chr18	  1740000	  1744000	  1822000	  1826000
chr18	  1775000	  1778000	  1756000	  1759000
chr18	  1791000	  1795000	  1695000	  1699000
chr18	  1808000	  1812000	  1873000	  1877000
chr18	  1836000	  1843000	  1828000	  1835000
chr18	  1913000	  1919000	  2128000	  2134000
chr18	  1925000	  1932000	  1995000	  2002000
chr18	  1941000	  1945000	  1892000	  1896000
chr18	  1966000	  1970000	  1997000	  2001000
chr18	  1976000	  1981000	  2070000	  2075000
chr18	  2034000	  2038000	  2002000	  2006000
chr18	  2089000	  2092000	  2070000	  2073000
chr18	  2113000	  2116000	  2080000	  2083000
chr18	  2181000	  2184000	  2151000	  2154000
chr18	  2206000	  2210000	  2216000	  2220000
chr18	  2232000	  2241000	  2218000	  2227000
chr18	  2277000	  2281000	  1006000	  1010000
chr18	  2301000	  2305000	  2361000	  2365000
chr18	  2404000	  2408000	  2419000	  2423000
chr18	  2449000	  2453000	  2382000	  2386000
chr18	  2480000	  2484000	  2534000	  2538000
chr18	  2632000	  2636000	   568000	   572000
chr18	  2651000	  2659000	  3094000	  3102000
chr18	  2805000	  2813000	  2250000	  2258000
chr18	  2824000	  2829000	  2678000	  2683000
chr18	  2841000	  2852000	  5534000	  5545000
chr18	  2916000	  2922000	  3575000	  3581000
chr18	  3007000	  3017000	  7158000	  7168000
chr18	  3053000	  3067000	  4674000	  4688000
chr18	  3133000	  3139000	  3093000	  3099000
chr18	  3177000	  3193000	  3842000	  3858000
chr18	  3213000	  3218000	  3080000	  3085000
chr18	  3239000	  3248000	  2862000	  2871000
chr18	  3332000	  3338000	  3084000	  3090000
chr18	  3347000	  3354000	  3467000	  3474000
chr18	  3359000	  3363000	  3467000	  3471000
chr18	  3382000	  3389000	  3088000	  3095000
chr18	  3409000	  3415000	  3160000	  3166000
chr18	  3420000	  3428000	  3085000	  3093000
chr18	  3445000	  3452000	 11143000	 11150000
chr18	  3481000	  3492000	  3568000	  3579000
chr18	  3495000	  3506000	  3834000	  3845000
chr18	  3519000	  3527000	  3927000	  3935000
chr18	  3538000	  3545000	  3831000	  3838000
chr18	  3555000	  3562000	  2770000	  2777000
chr18	  3606000	  3614000	  3573000	  3581000
chr18	  3619000	  3633000	  2857000	  2871000
chr18	  3722000	  3729000	  3838000	  3845000
chr18	  3746000	  3753000	  3934000	  3941000
chr18	  3768000	  3771000	  3856000	  3859000
chr18	  3796000	  3800000	  4294000	  4298000
chr18	  3861000	  3864000	  5670000	  5673000
chr18	  3890000	  3893000	  3912000	  3915000
chr18	  3961000	  3965000	  3974000	  3978000
chr18	  4001000	  4004000	 25689002	 25692002
chr18	  4040000	  4044000	  4073000	  4077000
chr18	  4106000	  4111000	  4068000	  4073000
chr18	  4143000	  4146000	  4082000	  4085000
chr18	  4203000	  4207000	  4069000	  4073000
chr18	  4247000	  4252000	  4293000	  4298000
chr18	  4318000	  4322000	  4310000	  4314000
chr18	  4332000	  4337000	  4309000	  4314000
chr18	  4341000	  4347000	  4289000	  4295000
chr18	  4380000	  4384000	  4405000	  4409000
chr18	  4442000	  4446000	  4235000	  4239000
chr18	  4471000	  4480000	  4529000	  4538000
chr18	  4489000	  4493000	  4549000	  4553000
chr18	  4515000	  4520000	  4550000	  4555000
chr18	  4588000	  4591000	  4580000	  4583000
chr18	  4601000	  4609000	  4615000	  4623000
chr18	  4763000	  4772000	  4814000	  4823000
chr18	  4842000	  4846000	  4746000	  4750000
chr18	  4924000	  4929000	  4959000	  4964000
chr18	  4972000	  4977000	  4872000	  4877000
chr18	  5080000	  5086000	  5043000	  5049000
chr18	  5153000	  5156000	  4990000	  4993000
chr18	  5158000	  5161000	  5164000	  5167000
chr18	  5197000	  5202000	  5255000	  5260000
chr18	  5311000	  5323000	  5270000	  5282000
chr18	  5348000	  5352000	  5339000	  5343000
chr18	  5363000	  5367000	  5533000	  5537000
chr18	  5434000	  5439000	  5531000	  5536000
chr18	  5479000	  5486000	  5276000	  5283000
chr18	  5559000	  5574000	  5511000	  5526000
chr18	  5614000	  5619000	  5597000	  5602000
chr18	  5655000	  5658000	  5674000	  5677000
chr18	  5766000	  5773000	  5665000	  5672000
chr18	  5832000	  5836000	  5744000	  5748000
chr18	  5852000	  5858000	  5821000	  5827000
chr18	  5891000	  5897000	  9611000	  9617000
chr18	  5935000	  5941000	  5949000	  5955000
chr18	  5964000	  5967000	  5527000	  5530000
chr18	  5992000	  5999000	  6018000	  6025000
chr18	  6030000	  6034000	  5821000	  5825000
chr18	  6107000	  6114000	  6051000	  6058000
chr18	  6192000	  6196000	  6021000	  6025000
chr18	  6271000	  6275000	  6380000	  6384000
chr18	  6350000	  6356000	  6708000	  6714000
chr18	  6428000	  6434000	  6373000	  6379000
chr18	  6483000	  6488000	  6535000	  6540000
chr18	  6494000	  6505000	  6461000	  6472000
chr18	  6510000	  6515000	  6372000	  6377000
chr18	  6542000	  6545000	  6520000	  6523000
chr18	  6564000	  6568000	  6640000	  6644000
chr18	  6629000	  6633000	  6636000	  6640000
chr18	  6649000	  6653000	  5957000	  5961000
chr18	  6666000	  6669000	  8343000	  8346000
chr18	  6756000	  6759000	  6769000	  6772000
chr18	  6775000	  6791000	  6727000	  6743000
chr18	  6838000	  6844000	  6806000	  6812000
chr18	  6869000	  6873000	  6812000	  6816000
chr18	  6928000	  6931000	  7060000	  7063000
chr18	  6954000	  6959000	  6682000	  6687000
chr18	  6974000	  6978000	  6942000	  6946000
chr18	  6978000	  6981000	  7503000	  7506000
chr18	  6993000	  7000000	  7025000	  7032000
chr18	  7011000	  7018000	  7154000	  7161000
chr18	  7035000	  7040000	  7029000	  7034000
chr18	  7082000	  7096000	  7155000	  7169000
chr18	  7105000	  7112000	  7060000	  7067000
chr18	  7130000	  7134000	  7150000	  7154000
chr18	  7171000	  7175000	  7164000	  7168000
chr18	  7206000	  7209000	  7153000	  7156000
chr18	  7246000	  7253000	  7161000	  7168000
chr18	  7257000	  7265000	  7338000	  7346000
chr18	  7325000	  7333000	  7348000	  7356000
chr18	  7373000	  7377000	  7362000	  7366000
chr18	  7382000	  7385000	  7166000	  7169000
chr18	  7484000	  7487000	  7732000	  7735000
chr18	  7520000	  7525000	  7445000	  7450000
chr18	  7687000	  7690000	  5956000	  5959000
chr18	  7735000	  7744000	  7825000	  7834000
chr18	  7751000	  7758000	  7635000	  7642000
chr18	  7760000	  7767000	  7714000	  7721000
chr18	  7794000	  7798000	  7340000	  7344000
chr18	  7857000	  7862000	  7948000	  7953000
chr18	  7924000	  7928000	  7953000	  7957000
chr18	  8098000	  8101000	  8082000	  8085000
chr18	  8166000	  8174000	  8044000	  8052000
chr18	  8251000	  8255000	  8290000	  8294000
chr18	  8276000	  8282000	  8082000	  8088000
chr18	  8300000	  8304000	  8346000	  8350000
chr18	  8356000	  8359000	  8350000	  8353000
chr18	  8364000	  8369000	  8346000	  8351000
chr18	  8414000	  8417000	  8346000	  8349000
chr18	  8449000	  8453000	  8488000	  8492000
chr18	  8465000	  8468000	  8458000	  8461000
chr18	  8495000	  8501000	  8525000	  8531000
chr18	  8510000	  8514000	  8524000	  8528000
chr18	  8542000	  8546000	  8745000	  8749000
chr18	  8555000	  8560000	  8577000	  8582000
chr18	  8605000	  8609000	  8628000	  8632000
chr18	  8656000	  8660000	  9730000	  9734000
chr18	  8680000	  8691000	  8744000	  8755000
chr18	  8713000	  8720000	  8627000	  8634000
chr18	  8737000	  8741000	  8756000	  8760000
chr18	  8783000	  8787000	 11145000	 11149000
chr18	  8823000	  8828000	 10008000	 10013000
chr18	  8912000	  8919000	  8879000	  8886000
chr18	  8929000	  8942000	  8520000	  8533000
chr18	  8978000	  8986000	  8588000	  8596000
chr18	  9014000	  9019000	  8894000	  8899000
chr18	  9027000	  9034000	  8899000	  8906000
chr18	  9085000	  9093000	  9056000	  9064000
chr18	  9414000	  9419000	  9676000	  9681000
chr18	  9434000	  9442000	  9480000	  9488000
chr18	  9540000	  9545000	  9830000	  9835000
chr18	  9635000	  9644000	  9677000	  9686000
chr18	  9652000	  9662000	  9618000	  9628000
chr18	  9696000	  9710000	  9605000	  9619000
chr18	  9747000	  9750000	  9684000	  9687000
chr18	  9760000	  9764000	  9897000	  9901000
chr18	  9791000	  9796000	  9751000	  9756000
chr18	  9810000	  9814000	  9844000	  9848000
chr18	  9838000	  9841000	  9734000	  9737000
chr18	  9869000	  9873000	  9889000	  9893000
chr18	  9988000	  9991000	 10011000	 10014000
chr18	 10029000	 10037000	 10238000	 10246000
chr18	 10049000	 10055000	 10238000	 10244000
chr18	 10100000	 10105000	 10014000	 10019000
chr18	 10113000	 10118000	 10001000	 10006000
chr18	 10153000	 10157000	 10017000	 10021000
chr18	 10180000	 10188000	 10248000	 10256000
chr18	 10196000	 10200000	 10090000	 10094000
chr18	 10202000	 10206000	 10298000	 10302000
chr18	 10266000	 10271000	 10089000	 10094000
chr18	 10278000	 10283000	 10289000	 10294000
chr18	 10312000	 10316000	 10086000	 10090000
chr18	 10336000	 10343000	 10010000	 10017000
chr18	 10362000	 10368000	 10257000	 10263000
chr18	 10396000	 10400000	 10532000	 10536000
chr18	 10424000	 10430000	 10506000	 10512000
chr18	 10461000	 10466000	 10503000	 10508000
chr18	 10472000	 10476000	 10524000	 10528000
chr18	 10483000	 10486000	 10526000	 10529000
chr18	 10564000	 10567000	 10708000	 10711000
chr18	 10666000	 10670000	 10745000	 10749000
chr18	 10687000	 10692000	 10527000	 10532000
chr18	 10697000	 10701000	 10706000	 10710000
chr18	 10765000	 10770000	 10798000	 10803000
chr18	 10812000	 10815000	 10797000	 10800000
chr18	 10843000	 10848000	 10804000	 10809000
chr18	 10919000	 10924000	 10856000	 10861000
chr18	 10934000	 10938000	 10804000	 10808000
chr18	 11028000	 11031000	 10382000	 10385000
chr18	 11048000	 11053000	 11215000	 11220000
chr18	 11074000	 11078000	 11134000	 11138000
chr18	 11171000	 11178000	 11133000	 11140000
chr18	 11183000	 11187000	 11205000	 11209000
chr18	 11228000	 11238000	 11202000	 11212000
chr18	 11311000	 11314000	 10292000	 10295000
chr18	 11357000	 11368000	 11674000	 11685000
chr18	 11436000	 11447000	 10981000	 10992000
chr18	 11487000	 11492000	 11477000	 11482000
chr18	 11494000	 11498000	 11216000	 11220000
chr18	 11531000	 11537000	 11672000	 11678000
chr18	 11572000	 11580000	 11203000	 11211000
chr18	 11659000	 11663000	 11799000	 11803000
chr18	 11725000	 11729000	 11808000	 11812000
chr18	 11860000	 11863000	 11809000	 11812000
chr18	 11872000	 11886000	 10010000	 10024000
chr18	 11903000	 11908000	 11888000	 11893000
chr18	 12021000	 12027000	 11940000	 11946000
chr18	 12223000	 12227000	 12213000	 12217000
chr18	 12229000	 12234000	 12327000	 12332000
chr18	 12255000	 12281000	 23985002	 24011002
chr18	 12374000	 12392000	 12132000	 12150000
chr18	 12736000	 12741000	 12298000	 12303000
chr18	 12771000	 12775000	 13001000	 13005000
chr18	 12886000	 12892000	 12806000	 12812000
chr18	 12923000	 12927000	 12809000	 12813000
chr18	 13176000	 13184000	 13707000	 13715000
chr18	 13281000	 13286000	 13241000	 13246000
chr18	 13371000	 13377000	 13203000	 13209000
chr18	 13419000	 13423000	 13708000	 13712000
chr18	 13446000	 13454000	 13814000	 13822000
chr18	 13490000	 13506000	 10516000	 10532000
chr18	 13543000	 13548000	 13818000	 13823000
chr18	 13569000	 13578000	 13399000	 13408000
chr18	 13638000	 13642000	 13602000	 13606000
chr18	 13875000	 13880000	 14094000	 14099000
chr18	 13921000	 13924000	 13890000	 13893000
chr18	 13937000	 13942000	 13895000	 13900000
chr18	 13996000	 13999000	 13814000	 13817000
chr18	 14141000	 14145000	 44336002	 44340002
chr18	 14184000	 14195000	 14211000	 14222000
chr18	 14355000	 14362000	 14095000	 14102000
chr18	 14434000	 14455000	 12950000	 12971000
chr18	 14717000	 14724000	 14958000	 14965000
chr18	 14747000	 14758000	 14797000	 14808000
chr18	 14934000	 14939000	 14965000	 14970000
chr18	 19484002	 19488002	 19634002	 19638002
chr18	 19674002	 19678002	 19651002	 19655002
chr18	 19776002	 19780002	 19799002	 19803002
chr18	 19825002	 19829002	 19578002	 19582002
chr18	 19893002	 19900002	 19875002	 19882002
chr18	 19912002	 19916002	 20813002	 20817002
chr18	 19993002	 20000002	 20013002	 20020002
chr18	 20006002	 20011002	 19863002	 19868002
chr18	 20037002	 20041002	 20013002	 20017002
chr18	 20055002	 20058002	 20273002	 20276002
chr18	 20137002	 20142002	 20394002	 20399002
chr18	 20289002	 20295002	 20263002	 20269002
chr18	 20648002	 20651002	 20802002	 20805002
chr18	 20748002	 20758002	 21229002	 21239002
chr18	 20784002	 20796002	 20936002	 20948002
chr18	 20834002	 20840002	 20818002	 20824002
chr18	 21071002	 21076002	 21053002	 21058002
chr18	 21170002	 21173002	 21133002	 21136002
chr18	 21250002	 21256002	 21226002	 21232002
chr18	 21622002	 21627002	 21660002	 21665002
chr18	 21774002	 21785002	 21715002	 21726002
chr18	 21798002	 21802002	 21735002	 21739002
chr18	 21847002	 21851002	 21712002	 21716002
chr18	 21902002	 21909002	 21883002	 21890002
chr18	 21970002	 21974002	 21933002	 21937002
chr18	 22109002	 22112002	 22184002	 22187002
chr18	 22131002	 22136002	 22283002	 22288002
chr18	 22441002	 22444002	 22405002	 22408002
chr18	 22475002	 22479002	 22388002	 22392002
chr18	 22536002	 22540002	 22501002	 22505002
chr18	 22671002	 22674002	 22513002	 22516002
chr18	 22746002	 22751002	 22783002	 22788002
chr18	 22797002	 22805002	 22843002	 22851002
chr18	 22893002	 22899002	 22708002	 22714002
chr18	 22955002	 22960002	 23247002	 23252002
chr18	 22994002	 23002002	 22852002	 22860002
chr18	 23211002	 23214002	 23190002	 23193002
chr18	 23317002	 23325002	 23454002	 23462002
chr18	 23404002	 23407002	 24014002	 24017002
chr18	 23549002	 23554002	 23624002	 23629002
chr18	 23784002	 23788002	 23994002	 23998002
chr18	 23788002	 23792002	 23752002	 23756002
chr18	 24022002	 24030002	 23988002	 23996002
chr18	 24063002	 24066002	 24175002	 24178002
chr18	 24091002	 24097002	 23987002	 23993002
chr18	 24118002	 24122002	 24110002	 24114002
chr18	 24155002	 24159002	 24184002	 24188002
chr18	 24207002	 24210002	 24188002	 24191002
chr18	 24221002	 24226002	 24233002	 24238002
chr18	 24252002	 24258002	 24237002	 24243002
chr18	 24300002	 24305002	 24386002	 24391002
chr18	 24339002	 24345002	 24722002	 24728002
chr18	 24399002	 24404002	 24372002	 24377002
chr18	 24451002	 24455002	 24171002	 24175002
chr18	 24471002	 24486002	 24551002	 24566002
chr18	 24516002	 24521002	 25388002	 25393002
chr18	 24625002	 24628002	 24585002	 24588002
chr18	 24652002	 24655002	 24673002	 24676002
chr18	 24761002	 24764002	 24891002	 24894002
chr18	 24770002	 24774002	 24736002	 24740002
chr18	 24834002	 24843002	 24815002	 24824002
chr18	 24868002	 24874002	 24875002	 24881002
chr18	 24911002	 24914002	 24894002	 24897002
chr18	 24972002	 24978002	 24921002	 24927002
chr18	 25014002	 25017002	 25004002	 25007002
chr18	 25039002	 25045002	 25116002	 25122002
chr18	 25061002	 25065002	 25076002	 25080002
chr18	 25146002	 25149002	 25117002	 25120002
chr18	 25254002	 25258002	 25242002	 25246002
chr18	 25299002	 25303002	 25308002	 25312002
chr18	 25348002	 25354002	 25383002	 25389002
chr18	 25361002	 25365002	 25403002	 25407002
chr18	 25411002	 25415002	 25476002	 25480002
chr18	 25466002	 25469002	  5959000	  5962000
chr18	 25495002	 25499002	 25599002	 25603002
chr18	 25515002	 25520002	 25541002	 25546002
chr18	 25529002	 25533002	 25541002	 25545002
chr18	 25672002	 25676002	 25693002	 25697002
chr18	 25760002	 25763002	 25797002	 25800002
chr18	 25856002	 25859002	 25644002	 25647002
chr18	 25926002	 25929002	 51490002	 51493002
chr18	 26045002	 26053002	 25959002	 25967002
chr18	 26257002	 26260002	 26243002	 26246002
chr18	 26487002	 26490002	 26526002	 26529002
chr18	 26498002	 26501002	 26522002	 26525002
chr18	 26568002	 26571002	 26586002	 26589002
chr18	 26611002	 26615002	 26541002	 26545002
chr18	 26678002	 26681002	 26700002	 26703002
chr18	 26736002	 26739002	 26726002	 26729002
chr18	 26767002	 26775002	 26798002	 26806002
chr18	 26833002	 26838002	 26855002	 26860002
chr18	 26871002	 26879002	 26896002	 26904002
chr18	 26960002	 26973002	 26710002	 26723002
chr18	 27015002	 27018002	 27040002	 27043002
chr18	 27153002	 27156002	 27213002	 27216002
chr18	 27232002	 27236002	 27304002	 27308002
chr18	 27367002	 27370002	 27382002	 27385002
chr18	 27373002	 27376002	 27399002	 27402002
chr18	 27426002	 27433002	 27475002	 27482002
chr18	 27502002	 27505002	 27483002	 27486002
chr18	 27576002	 27581002	 27564002	 27569002
chr18	 27636002	 27640002	 27659002	 27663002
chr18	 27792002	 27795002	 27781002	 27784002
chr18	 27795002	 27798002	 27775002	 27778002
chr18	 27820002	 27825002	 27770002	 27775002
chr18	 27940002	 27945002	 28061002	 28066002
chr18	 28018002	 28022002	 28007002	 28011002
chr18	 28036002	 28039002	 28051002	 28054002
chr18	 28084002	 28088002	 28053002	 28057002
chr18	 28094002	 28097002	 27976002	 27979002
chr18	 28103002	 28107002	 27984002	 27988002
chr18	 28111002	 28115002	 28123002	 28127002
chr18	 28181002	 28184002	 28290002	 28293002
chr18	 28252002	 28257002	 28288002	 28293002
chr18	 28261002	 28265002	 28289002	 28293002
chr18	 28361002	 28365002	 28212002	 28216002
chr18	 28437002	 28440002	 28454002	 28457002
chr18	 28560002	 28563002	 28604002	 28607002
chr18	 28590002	 28593002	 28747002	 28750002
chr18	 28668002	 28672002	 28701002	 28705002
chr18	 28719002	 28722002	 28618002	 28621002
chr18	 28786002	 28790002	 28760002	 28764002
chr18	 28808002	 28811002	 25479002	 25482002
chr18	 28924002	 28927002	 28885002	 28888002
chr18	 28988002	 28992002	 29020002	 29024002
chr18	 28996002	 29011002	 29484002	 29499002
chr18	 29039002	 29042002	 28907002	 28910002
chr18	 29066002	 29069002	 29114002	 29117002
chr18	 29095002	 29098002	 29163002	 29166002
chr18	 29134002	 29137002	 29120002	 29123002
chr18	 29149002	 29155002	 29166002	 29172002
chr18	 29229002	 29234002	 29342002	 29347002
chr18	 29310002	 29318002	 29333002	 29341002
chr18	 29366002	 29372002	 29344002	 29350002
chr18	 29397002	 29407002	 29463002	 29473002
chr18	 29513002	 29517002	 29536002	 29540002
chr18	 29561002	 29566002	 29550002	 29555002
chr18	 29573002	 29588002	 29676002	 29691002
chr18	 29647002	 29652002	 29501002	 29506002
chr18	 29741002	 29745002	 29698002	 29702002
chr18	 29776002	 29779002	 27784002	 27787002
chr18	 29829002	 29837002	 29805002	 29813002
chr18	 29882002	 29887002	 29861002	 29866002
chr18	 30032002	 30036002	 30006002	 30010002
chr18	 30044002	 30054002	 29613002	 29623002
chr18	 30078002	 30084002	 30152002	 30158002
chr18	 30110002	 30113002	 30061002	 30064002
chr18	 30262002	 30266002	 30171002	 30175002
chr18	 30319002	 30323002	 30461002	 30465002
chr18	 30334002	 30341002	 30165002	 30172002
chr18	 30399002	 30403002	 30355002	 30359002
chr18	 30561002	 30565002	 30648002	 30652002
chr18	 30816002	 30819002	 30860002	 30863002
chr18	 30888002	 30892002	 30920002	 30924002
chr18	 30945002	 30949002	 30926002	 30930002
chr18	 30969002	 30987002	 31533002	 31551002
chr18	 31037002	 31043002	 31405002	 31411002
chr18	 31059002	 31063002	 31072002	 31076002
chr18	 31084002	 31087002	 30842002	 30845002
chr18	 31172002	 31175002	 31188002	 31191002
chr18	 31299002	 31304002	 31352002	 31357002
chr18	 31388002	 31391002	 31454002	 31457002
chr18	 31423002	 31427002	 31396002	 31400002
chr18	 31496002	 31504002	 31457002	 31465002
chr18	 31510002	 31517002	 31533002	 31540002
chr18	 31524002	 31527002	 32301002	 32304002
chr18	 31603002	 31615002	 31583002	 31595002
chr18	 31777002	 31783002	 31815002	 31821002
chr18	 31792002	 31801002	 31832002	 31841002
chr18	 31993002	 31996002	 32017002	 32020002
chr18	 32071002	 32077002	 32005002	 32011002
chr18	 32230002	 32233002	 32101002	 32104002
chr18	 32456002	 32461002	 32487002	 32492002
chr18	 32517002	 32520002	 33116002	 33119002
chr18	 32609002	 32612002	 32649002	 32652002
chr18	 32904002	 32908002	 32878002	 32882002
chr18	 32980002	 32984002	 32804002	 32808002
chr18	 33019002	 33024002	 32924002	 32929002
chr18	 33313002	 33317002	 33292002	 33296002
chr18	 33357002	 33361002	 33277002	 33281002
chr18	 33398002	 33401002	 33368002	 33371002
chr18	 33656002	 33666002	 33820002	 33830002
chr18	 33682002	 33687002	 33726002	 33731002
chr18	 33707002	 33711002	 34875002	 34879002
chr18	 33760002	 33770002	 34813002	 34823002
chr18	 33792002	 33796002	 33963002	 33967002
chr18	 33835002	 33839002	 33851002	 33855002
chr18	 33860002	 33864002	 33975002	 33979002
chr18	 33887002	 33891002	 33927002	 33931002
chr18	 33995002	 34000002	 34100002	 34105002
chr18	 34009002	 34013002	 33971002	 33975002
chr18	 34089002	 34093002	 34114002	 34118002
chr18	 34152002	 34155002	 33851002	 33854002
chr18	 34182002	 34186002	 34279002	 34283002
chr18	 34856002	 34862002	 34960002	 34966002
chr18	 34907002	 34912002	 34871002	 34876002
chr18	 34931002	 34937002	 35043002	 35049002
chr18	 34981002	 34985002	 35088002	 35092002
chr18	 35008002	 35012002	 34995002	 34999002
chr18	 35033002	 35036002	 34869002	 34872002
chr18	 35072002	 35076002	 35300002	 35304002
chr18	 35204002	 35208002	 35048002	 35052002
chr18	 35282002	 35288002	 35307002	 35313002
chr18	 35350002	 35354002	 35372002	 35376002
chr18	 35414002	 35420002	 35386002	 35392002
chr18	 35452002	 35465002	 35516002	 35529002
chr18	 35503002	 35507002	 35599002	 35603002
chr18	 35577002	 35581002	 35531002	 35535002
chr18	 35620002	 35624002	 35999002	 36003002
chr18	 35706002	 35710002	 35677002	 35681002
chr18	 35764002	 35768002	 35670002	 35674002
chr18	 35837002	 35840002	 35685002	 35688002
chr18	 35889002	 35892002	 35875002	 35878002
chr18	 35941002	 35944002	 35960002	 35963002
chr18	 35986002	 35992002	 36003002	 36009002
chr18	 36037002	 36041002	 36017002	 36021002
chr18	 36061002	 36064002	 36075002	 36078002
chr18	 36104002	 36108002	 36096002	 36100002
chr18	 36124002	 36127002	 36130002	 36133002
chr18	 36162002	 36165002	 36148002	 36151002
chr18	 36364002	 36367002	 36332002	 36335002
chr18	 36503002	 36506002	 36475002	 36478002
chr18	 36557002	 36561002	 36542002	 36546002
chr18	 36746002	 36749002	 36873002	 36876002
chr18	 36977002	 36981002	 36883002	 36887002
chr18	 37227002	 37231002	 37243002	 37247002
chr18	 37416002	 37428002	 37384002	 37396002
chr18	 37477002	 37482002	 37493002	 37498002
chr18	 37621002	 37628002	 37568002	 37575002
chr18	 37683002	 37686002	 37706002	 37709002
chr18	 37692002	 37695002	 37657002	 37660002
chr18	 37783002	 37787002	 37905002	 37909002
chr18	 37800002	 37803002	 37842002	 37845002
chr18	 37934002	 37942002	 37839002	 37847002
chr18	 38015002	 38018002	 37956002	 37959002
chr18	 38162002	 38166002	 38120002	 38124002
